0,subjectivity,1
"Well start with the energy imbalance in anomaly form. We presented the outgoing shortwave radiation (Figure 6) and outgoing longwave radiation (Figure 9) as anomalies to show the differences between the individual models. But for the energy imbalance, Figure 11, theyre presented as anomalies to show how similar the curves are. That is, there were amazing differences in the basic curve shapes and trends of the individual model simulations of outgoing longwave and shortwave radiation, but remarkably, though not unexpectedly, the basic curves of the modeled TOA energy imbalance are much more similar in shape.",OBJ,0_0
4) Meteorologists Blame Jet Stream For Unusual Weather Pattern,OBJ,0_0
"distorting influence, which can be counterproductive indeed. Yet politics,",OBJ,0_0
"By Paul Homewood Before anybody gets carried away with claims of record rainfall that we keep hearing about in the UK, lets consider the facts. In the UK as a whole , January was only tie 17th wettest month since 1910, with 183.8mm. Relatively speaking, last month was wetter in England & Wales, but even there it was only the 16th wettest month, on the England & Wales Series , dating back to 1766 . Last month recorded 184.6mm, well short of the wettest month on record, October 1903, which had 218.1mm. The table below lists the wettest months on the England & Wales series.",OBJ,1_7
> >> decisio-making .. I disagree. Even though there are large,OBJ,0_0
"Germans are always assumed to do things effectively and calmly look for high revenues and profits etc. And the right business practices to achieve such things are pretty much obvious. Except that there seem to be hints that at the VW Group level, there is some denial of the obviously correct algorithms one should follow in order to optimize a somewhat heterogeneous group of plants.",SUBJ,0_0
CFACT press conference at UN climate conference in Bonn,OBJ,0_0
Winter weather advisory West Glacier area of Montana,OBJ,0_0
"No ice was left on earth. Antarctica was the best place for mammals to live, and the rest of the world would not sustain human life, he said. Sir David warned that if the world did not curb its burning of fossil fuels ""we will reach that level by the end of the century'.""",OBJ,0_0
"If the GFZ research is correct, a new solar minimum could have a direct impact on Earths climate cooling our planet drastically, and knocking the predictions of global-warming alarmists out of whack.",OBJ,1_2
"To describe carbon dioxide as a lethal air pollutant is an irresponsible lie it is surprising to see such rubbish in print. Carbon dioxide is the most important and essential atmospheric plant food, without which there would be no plants, no herbivores (which live on plants), and no carnivores (which live on herbivores).",OBJ,3_3
"Despite this, no changes were made to the text. In fact, when V.K Raina challenged the 2035 date in his report on Himalayan glaciers for the Indian government, the IPCC accused him of mischief and defended 2035 as a good estimate of when the glaciers would be gone.",OBJ,5_2
"This means that even a legally correct ruling could badly backfire. Law enforcers depend upon a cooperative citizenry to do its job. If this ruling were to lead immigrants -- whether undocumented or documented -- to believe that law enforcement officers could detain them for any suspected immigration violations, that cooperation could disappear. These people would become reluctant to work with the police as witnesses or to report crimes. The Virginia government must tread carefully here.",SUBJ,0_0
"The conditional part of the registration means that EPA does not have all the legally required toxicity data, but is letting the pesticide on the market anyway, on the condition that the manufacturer, HeiQ, provide it sometime over the next four years. Four years! (More on the registration process from my colleague Mae Wu here)",OBJ,0_0
"Barry Brill makes a strong case for the New Zealand temperature record to ignore the period before 1930. In essence, he says that a 70-year-long record is plenty long enough to establish a trend, and in any case the early data is either missing or unreliable just chuck it out! He says it at greater length and more politely than that in a sometimes tongue-in-cheek article that makes sly digs at NIWA for the mistakes or naked bias that have given us a deeply suspect temperature history. Richard Treadgold",OBJ,5_1
"Once the voting was done and Waxman was over the gall of minority leaders Boehner wanting to expose the detail of his cap and bend-over bill, The Goreacle appeared and Al made his official statement and immediately pushed the Senate to pass the bill . Al is worried that because Exxon has spent $9.3 million lobbying congress that his own $300 million might not be enough.",OBJ,0_0
"A considerably more important issue is foreign trade. Opponents of freer trade tend to aggregate support and have arguments that appeal to certain voters. Labor unions reflexively oppose trade agreements, in memory of all those auto and steel jobs that disappeared some 35 years ago. Immigration restrictionists fear trade pacts would increase guest worker immigration.",OBJ,0_0
"And the climate models seem to get the warming rate of sea surface temperatures just about right for the smallest portion of the global oceans, the extratropical Northern Hemisphere (24N-90N). See Figure 9. The extratropical oceans of the Northern Hemisphere cover only about 21% of the surface of the global oceans (about 15% of the surface of the Earth).",OBJ,0_0
"The banner at the start of the CNBC segment reads What's the Deal?"" And that's a question some viewers may have asked by the end of the segment after watching CNBC's Rick Santelli go very nearly grandma-punching crazy in a segment about spending and the debt ceiling. ""I don't believe in compromise on spending,"" Santelli shouted. ""There's no compromise. Stop spending."" And from there it got weirder. Referring to a comment from Warren Buffet about the debt ceiling negotiations referring to the negotiations as a game of Russian roulette, Santelli said ""there's a bullet in the gun. If we keep spending, for sure we're going to hit something and it's going to bleed!""",SUBJ,0_0
"Where is the beef? the ladies would surely ask in this case, too. If you try to find any content inside these texts, you will inevitably fail. There is no content. It's just a stupid game with words and a couple of mathematical symbols.""",SUBJ,0_0
"The Divergence Problem"" falls into the category of a ???main area of uncertainty?? . It arises because the majority of temperature-sensitive tree ring width ""site chronologies"" go down in the last half of the 20th century. Cuffey asked the $64 question to D??Arrigo: if tree rings are not picking up late 20th century warmth, how can you be certain that they might not have had a similar response to a comparable warm period in the past (e.g. in the Medieval Warm Period). The NAS panel acknowledges the ???divergence problem?? (p 47, 110), but doesn??t summarize it as one of the ???major areas of uncertainty??.""",SUBJ,5_1
"With the faulty flux-averaged inputs, Sunlight is imagined to be freezing cold at only -18 degrees C. This isnt strong enough to do anything melt ice, sustain life, heat the beach, etc etc.",OBJ,0_0
"After carefully studying the book, I came to the conclusion that I need to be even tougher and more merciless with my opinions than I have been until now. While for most people ? including me ? the bible of the current hysteria around global warming is Al Gore?s book ?An Inconvenient Truth?, for Nigel Lawson it is Nicolas Stern?s infamous ?Review,? which was prepared at the request of Tony Blair.",SUBJ,0_0
"NYTimes: Heat, Flood or Icy Cold, Extreme Weather Rages Worldwide",OBJ,0_0
"Here is an approximate, preliminary look at the winter for the 90 days ending february 26, 2011. December/January was the coldest in Florida (winter vegetables) history and remember the frosts and freezes in California and south Texas.",OBJ,1_3
"Last fall, Paul Crutzen, a Nobel-prize-winning chemist, confirmed these findings. Crutzen and his coauthors found that",OBJ,0_0
"The figures also show that all three climate cycles reached their maximum shortly after the end of the last millennium. With that in mind, we actually should have expected even higher temperatures than those seen in previous warm periods. Here perhaps the fact that the global temperature has seen a negative overall trend since the Holocene Maximum plays a role. That means that the global temperature has fallen by 2C over the past 8000 years.",SUBJ,2_1
"Second, they will ask what class codes"" your labor force is. This refers to a set of four digit numbers that have been devised to categorize different types of jobs, much like SIC codes classify business types. A good agent should be able to figure out your code(s) from your description of the business, but if you want to get a head start, you can find a listing here, courtesy of Insurance Guys . Depending on the state and the insurance company, you may be allowed multiple class codes or you may be required to have just one. For example, we have some operations that combine campground jobs (expensive) with store and clerical jobs (less expensive). However, most workers comp carriers make me call all of these workers campground (the most expensive class). The only way to get the store workers at a cheaper rate would be to for a second subsidiary for stores with just the store workers and a separate workers comp. policy.""",SUBJ,0_0
In November the Environmental Protection Agency announced a reduction in 2014 biofuel mandates to 15 billion gallons from 18 billion. This decision was made because gasoline consumption has fallen and fuel mixes made with over 10% biofuels can damage car engines.,OBJ,0_0
But the researchers were surprised when they entered temperatures and other data from the decade 2000-2010 into the model; climate sensitivity was greatly reduced to a mere 1.9C.,OBJ,3_1
"To moderate progressives, the Clinton presidency is the model of progressive action in the modern world. Clinton's go-slow approach, coupled with his continued pursuit of progressive spending and social policies where possible, meant that progressive policies became imbedded in the middle-class mindset, making them impervious to conservative counterattack.",OBJ,0_0
"The highest recent rate of warming based on its linear trend occurred during the 154-month period that ended about 2004, but warming trends have dropped drastically since then. There was a similar drop in the 1940s, and as youll recall, global surface temperatures remained relatively flat from the mid-1940s to the mid-1970s. Also note that the early-1970s was the last time there had been a 154-month period without global warmingbefore recently.",OBJ,1_4
Growing St. John's wort plants at higher-than-normal atmospheric CO 2 concentrations in a controlled environment can enormously enhance the production of both plant biomass and total hypericin (hypericin + pseudohypericin) content by increasing plant rates of net photosynthesis. References,OBJ,3_3
"But once we measure something in a quantum world, you obtain the same classical"" information that you obtain by a measurement in a classical world that happens to have the same number of potential outcomes (the same spectrum). You may know something or not to know something; you may extract \(n\) bits from the measurements or another number. You may use more natural units of information, nats. One may also measure continuous observables. Such measurements naively yield an infinite amount of information (because there were infinitely many potential outcomes a priori) but due to some unavoidable errors, the effective information is actually finite. All these things are true in classical physics as well as quantum mechanics.""",OBJ,0_0
Famed hurricane forecaster Dr. William Gray has issued his hurricane season forecast for 2012 and predicts below-average probability for major hurricanes making landfall.,OBJ,1_7
"Unable to afford food, hungry Haitians are now eating cookies made of dirt, vegetable oil, and salt.""",OBJ,0_0
John: Home entertainment room Brian. A lot of houses have them these days.,OBJ,0_0
These contradictions and mysteries mark NIWAs latest attempt to hoodwink the public over the national temperature record.,OBJ,5_2
"The American Association of Physicians and Surgeons Journal announces publication of an article condemning the EPA junk science on air pollution, imagine that.",OBJ,0_0
"Amazonia consists of several types of forest and a large expanse more than a third of the region of savannah (cerrado) and semidesert (chaco). `The cerrado and chaco are being destroyed at a much faster rate than anything else,' Lacher says. `The rate at which they're being gobbled up by soybean plantations is staggering. Then comes the dry forest, and last is the moist forest. So the actual wettest forest, which is what most of the attention is focused on, is not being hit as much as people sometimes think. (Science, p. 737)""",OBJ,0_0
Can climate models simulate ENSO? The answer is also no. Refer to the post Guilyardi et al (2009) Understanding El Nio in Ocean-Atmosphere General Circulation Models: progress andchallenges .,SUBJ,5_1
CEI Expert Available to Comment: Director of Risk & Environmental Policy Angela Logomasini on the regulatory barriers to fighting diseases like West Nile:,OBJ,0_0
"We found out last week that Shweingruber MXD series had some very unusual things done to it. Series were cut off at 1960 and new fake data was pasted on the ends. The fake data of course correlated well to temperature and over 90% of the series passed correlation. The comments regarding the data warned that data after 1960, temperature records were mathematically incorporated in the series.",OBJ,5_2
"In other words, leave it to the market to assess the true risk. Dont impose your warming beliefs.",OBJ,4_2
"An example crossed my desk yesterday. (Thanks, Anthony.)",OBJ,0_0
"This is not merely shatteringly unfair. It is unconstitutional. Yet that is what the Australian Government, conspiring with the administration in New South Wales, has done to Peter Spencer, a farmer who was told his land could no longer be worked because it was a carbon sink"", and who is now on hunger-strike halfway up a mobile-phone mast on his land.""",OBJ,0_0
"We believe China is nearing the end of the period of high economic growth, said Yu Bin, director general of macroeconomic research for the ruling State Councils research centre. What we need is moderate and reasonable economic growth.",SUBJ,0_0
"For example, the ANPR estimates thatdesignating CO 2 asa regulatedair pollutantwouldproduce a tenfold increase in the number of PSDpermit applicationsfrom about 200-300 per year to 2,000-3000 per year. This, the ANPR acknowledges,could overwhelm the administrative resources of EPA and otheragencies, andfirms seeking to build or modify sources would face new costs, uncertainty, and delay.",OBJ,0_0
the expectations for added regional climate in-formation and skill achievable from initialized decadal predictions;,OBJ,0_0
"Yet, critics of Exxon's approach, in 2008, feared that the company's reluctance to explore alternative energy will prove to be bad business judgment in the long run.""",OBJ,0_0
"8 Indur M. Goklany, Cleaning the Air: The Real Story of the War on Air Pollution (Washington, DC: Cato Institute, 1999), p. 4.",OBJ,0_0
"We believe the Canadian public and government decision-makers need and deserve to hear the whole story concerning this very complex issue. It was only 30 years ago that many of todays global-warming alarmists were telling us that the world was in the midst of a global-cooling catastrophe. But the science continued to evolve, and still does, even though so many choose to ignore it when it does not fit with predetermined political agendas.",SUBJ,5_2
"The Warmist position is fixed because it was achieved by corruption of the science and the scientific method. Science advances through proposing a hypothesis. Scientists then function as skeptics and challenge the assumptions on which they are based. The hypothesis became fact through the design of the Intergovernmental Panel on Climate Change (IPCC). Its the pattern of science driven by environmentalism as a political agenda. Deliberate personal and professional attacks sidelined the few who tried to be scientific skeptics. These attacks were reinforced by mainstream media, who also accepted and promoted the hypothesis.",OBJ,5_2
The fact is also: The projections from scientists have failed to forecast the stop in the temperature rise.,OBJ,5_1
"Although not an accurate demonstration of the physics of climate change, the experiment we have considered and related ones are valuable examples of the dangers of unintentional bias in science , the value of at least a rough quantitativeprediction of the expected effect, the importance of considering alternative explanations, and the need for carefully designed experimental controls .",OBJ,5_1
Obama clings to climate alarmism with National Climate Assessment,OBJ,5_2
"As the CO 2 content of the atmosphere increases, perennial ryegrass will likely respond by exhibiting enhanced rates of photosynthesis and biomass production, even in nitrogen-poor soils, as has been empirically demonstrated by Hartwig et al ., (2002). Over the long haul, in fact, low-nitrogen soils should see much greater CO 2 -induced productivity increases than high-nitrogen soils. Reference",SUBJ,3_3
"The AFL-CIO, the New York Times reported, recently distributed an internal memo warning its members that in several states around the country, Republicans may pursue new laws with the goal of financially starving labor unions. This trend has public employee unions worrying that lawmakers will finally scale back the extent to which unions eat up state budgets.",OBJ,0_0
"DAVID B. RIVKIN Jr. and ELIZABETH PRICE FOLEY: Plenty of Debates, Not Much About States""",OBJ,0_0
4. But what about birds and forests. Doesn't DDT do a lot of damage there?,SUBJ,0_0
"It is totally clear to me that Obama and Pelosi will spend any amount of money to pass their key legislative initiatives. In the case of Waxman-Markey, the marginal price per vote turned out to be about $3.5 billion . But they didn't even blink at paying this. That is why I fear that some horrible form of health care reform"" may actually pass. If it does, the marginal cost per vote may be higher, but I don't think our leaders care.""",OBJ,0_0
"Now many readers of my blog are very savvy about AGW to the point that every nuance of the science is already understood, but for those of you who are ignorant like I was a while ago, think about what they are saying.",OBJ,0_0
"The dominance of the regional climate feature of ENSO, as reported in the McNabe et al 2010 paper,further documents why the use of a global average surface temperature trend (or global average radiative forcing) is a grossly inadequate metric to diagnose climate variability and change .",OBJ,5_1
"Spencer's report covers a wide swath of climate science topics from the factors behind global warming, to how scientists make adjustments to climate data, to the 97 percent"" consensus figure often cited by politicians and environmentalists.""",OBJ,5_1
"on Tuesday, January 20th, 2015 at 4:48 am and is filed under Uncategorized.",OBJ,0_0
"Surveyed scientists agree global warming is real January 19, 2009",OBJ,0_0
"Translation; Pieces of wood are found repeatedly at the edges of receding glaciers. These provide evidence that it was frequently warmer than today over much of the past 10,000 years.",OBJ,2_1
"One of the favorite boogeyman arguments used in climate alarmism is that climate has been stable for thousands of years, and that our recent industrialized era emissions will result in climate tipping point. However, this study in the Proceeding of the National Academies of Science suggest that climate disruption caused people in the Central Andes to migrate to find a better climate over a thousand years ago.",OBJ,2_1
"So, I decided to have a look at that tidal issue. Again Bing aerial view is our friend:",OBJ,0_0
Is a mini ICE AGE on the way? Scientists warn the sun will ???go to sleep?? in 2030 and could cause temperatures to plummet,SUBJ,1_2
"natural thermostats, including clouds, which can trap heat, turn up the temperature or reflect sunlight and help cool the planet. So why is none of this reflected in the modelling? It is situating the appreciation again.",SUBJ,5_1
"It started in December 1911 and continued into late February 1912. February and March continued the unrelenting freeze. Both months were unusually cold, and March was the coldest on record for many states in the Midwest and Northeast. Parts of North Dakota saw their coldest March readings to date. Some cities saw their coldest weather that winter since the Little Ice Age. 1912 itself was a very cold year.",OBJ,1_3
"Those are very big ifs. And there are many other explosive issues, from abortion to immigration, that make the process of getting to 60 votes in the Senate challenging to say the least. Have you noticed that I have not yet mentioned the public option? That is because I am in fundamental agreement with Paul Starr, the Princeton sociologist (and author of a Pulitzer Prize-winning history of American health care) that the monomaniacal focus on the public option is a waste of time. The key here is getting real competition and reasonable insurance plans through the exchanges. The public option was one way to try to do so, but neither the only way nor an absolutely essential one. Under the right circumstances, an exchange with only private insurers can work just fine.",SUBJ,0_0
"18) How Important are Computerized Climate Models? I consider climate models as being our best way of exploring cause and effect in the climate system. It is really easy to be wrong in this business, and unless you can demonstrate causation with numbers in equations, you are stuck with scientists trying to persuade one another by waving their hands. Unfortunately, there is no guarantee that climate models will ever produce a useful prediction of the future. Nevertheless, we must use them, and we learn a lot from them. My biggest concern is that models have been used almost exclusively for supporting the claim that humans cause global warming, rather than for exploring alternative hypotheses ? e.g. natural climate variations ? as possible causes of that warming.",SUBJ,5_1
CEI Expert Available to Comment: Director of the Center for Investors and Entrepreneurs John Berlau on how this reform will help struggling markets:,OBJ,0_0
"Climate data show us that, while areas near the edge of the Antarctic continent have briefly reached above the melting point of snow and ice, it is rare and only during summer months, for temperatures to exceed the melting point of snow and ice.",OBJ,1_1
"But, Dad. That makes it sound like the Citizen Kane of crappy eco documentaries!",OBJ,0_0
"Now, weve all seen how much skill climate models have shown at hindcasting sea surface temperatures since 1900 and at hindcasting and projecting sea surface temperatures over the satellite era (the last 30 years). A one word summary: None. Refer to the discussions of Figures 15 through 20 in the post Part 2 Do Observations and Climate Models Confirm Or Contradict The Hypothesis of Anthropogenic Global Warming? and the two-part post Satellite-Era Sea Surface Temperature Versus IPCC Hindcast/Projections Part 1 and Part 2 . Or if you prefer, those discussions are also included in my first book If the IPCC was Selling Manmade Global Warming as a Product, Would the FTC Stop their deceptive Ads?",SUBJ,5_1
"Hansen now believes he has an answer: All the climate models, compared to the Argo data and a tracer study soon to be released by several NASA peers, exaggerate how efficiently the ocean mixes heat into its recesses . Their unanimity in this efficient mixing could be due to some shared ancestry in their code. Whatever the case, it means that climate models have been overestimating the amount of energy in the climate, seeking to match the surface warming that would occur with efficient oceans. They were solving a problem, Hansen says, that didnt exist.",SUBJ,5_1
"In Pittsylvania County, just north of the North Carolina border, the largest undeveloped uranium deposit in the United States and the seventh largest in the world, according to industry monitor UX Consulting ""sits on land owned by neighbors Henry Bowen and Walter Coles. Large uranium deposits close to the surface are virtually unknown in the U.S. east of the Mississippi River. And that may be the problem.""",OBJ,0_0
"Until and unless major oscillations in the Earth System (El Nino-Southern Oscillation (ENSO), Pacific Decadal Oscillation (PDO), North Atlantic Oscillation (NAO) and Atlantic Multidecadal Oscillation (AMO) etc.) can be predicted to the extent that they are predictable, regional climate is not a well defined problem. It may never be. If that is the case then we should say so. It is not just the forecast but the confidence and uncertainty that are just as much a key.",SUBJ,5_1
"Gerson describes Second Life as large-scale experiment in libertarianism,' citing the game's lack of community structure and long-term consequences. He describes this ""libertarian' world as one in which there is not human nature, only human choices. This doesn't describe a libertarian world, but one of fantasy. Libertarianism, as envisioned by the founding fathers or Friedrich Hayek, is predicated on an understanding of the world that's very different from Second Life. Common sense agrees with this libertarian understandingthe world is one of consequences, community institutions are vital to human life, and human beings have an innate nature that we should harness, not deny.""",SUBJ,0_0
"Climatologist Dr. Eduardo Zorita, one of the authors of the recent paper rejecting the climate models at a confidence level >98% over the past 15 years , has a new post in which he states that the model vs. real-world discrepancy is even greater during the winter months , with only 0.2% of 6,104 climate model runs projecting the observed negative trend in winter temperatures over the past 15 years. Climate models instead predicted that the most warming would occur during the winter months, the opposite of observations.",OBJ,5_1
"Conclusion: Extreme climate change as represented by significant global cooling and global warming periods over the past 2,000 years, is a natural phenomenon. Thus, modern global warming that took place over the late 20th century is not  unprecedented .""",OBJ,2_1
If a Religion of Global Warming follower asks you why the US won't sign the Kyoto treaty...,OBJ,5_2
The upward spikes show the impacts of volcanic aerosols on the outgoing shortwave radiation.,OBJ,0_0
While perhaps one could designate some subset of models as being poorer in a,SUBJ,0_0
Lord Monckton said: ?The entire monthly satellite temperature record since January 1979 is 422 months long. For almost the entire second half of the record ? 210 months ? there has been no global warming.?,SUBJ,1_4
The Sun reports in Smart meters 101: Five things you need to know :,OBJ,0_0
"The flaw, which allows a zero day attack to be carried out on machines using IE9, surfaced over the weekend.",OBJ,0_0
The record rainfall and storm surges that have brought flooding across the UK are a clear sign that we are already experiencing the impacts of climate change. (Guardian),OBJ,0_0
"33 P. Reiter, From Shakespeare to Defoe: Malaria in England in the Little Ice Age, Emerging Infectious Diseases 6, in press (2000).",OBJ,0_0
"A war of words grew this week between China and Japanese rolling stock manufacturers, reigniting a battle over whether Chinese state-owned firms stole high-speed rail technology and are now attempting to market it themselves overseas.",OBJ,0_0
"Elevated CO 2 significantly increased leaf tannin and starch contents in a genotypically-dependent and -independent manner, respectively, while decreasing leaf cyanoglycoside contents, regardless of genotype. Atmospheric CO 2 enrichment did not significantly affect leaf water, sugar, protein, or nitrogen contents. Thus, these CO 2 -induced changes in leaf chemistry (higher starch and tannin and lower cyanoglycoside concentrations) increased its palatability, as indicated by greater leaf dry weight consumption of CO 2 -enriched leaves by butterfly larvae. In addition, increased leaf consumption (of CO 2 -enriched leaves) led to greater larval biomass and shorter larval developmental times, indicating that atmospheric CO 2 enrichment affected leaf quality to positively influence larvae of the Common Blue Butterfly. Moreover, larval mortality was lower when feeding upon CO 2 -enriched, rather than ambiently-grown, leaves. What it means",OBJ,3_3
"Hovmoller diagrams are a great way to display data. If theyre new to you, theres no reason to be intimidated by them. Lets take a look at Figure 10. It presents the Hovmoller diagrams of thermocline depth anomalies (the depth of the isotherm at 20 deg C) with 2014 on the left and 1982 on the right. GODAS, unfortunately, furnishes the illustrations (not the data) in different dimensions for the two years. The vertical (y) axis in both is time with the Januarys for both years at the top and Decembers at the bottom. The horizontal (x) axis is longitude, so, moving from left to right, were going from west to eastwith the Indian Ocean in the left-hand portion, the Pacific in the center and the Atlantic in the right-hand portion. Were interested in the Pacific. The data are color-coded according to the scales below the Hovmollers.",OBJ,0_0
"There was just one problem. The CAA is a highly interconnected statute. As Attorney Peter Glaser cautioned in congressional testimonies , once you start regulating CO 2 under oneprovision of the Act, you end up having to regulate CO 2 undermultiple provisions. The endangerment finding wouldinitiate a regulatory cascadethat couldgive thegreenhouse lobby everything it had ever demandedand more.Bushs EPA could tee up Al Gores regulatory agenda on steroids but without any of Gores allies on the Hill voting for it or taking responsibility for the compliance burdens and economic fallout, energy realists warned .",OBJ,0_0
"?This was the year that even one scientist at NASA predicted that the Arctic ice in the summer would be gone completely,? he said. ?Well, there?s 60 percent more ice this year than last year and the reason is because of the cooling sun and the cooling temperatures.?",SUBJ,1_1
Changing Cryosphere Land / Sea Ice,OBJ,0_0
It announced that a fast spreading of the code has to be feared and has called on all users of Internet Explorer to use an alternative browser until the manufacturer has released a security update.,OBJ,0_0
"The eastern half of England, Cornwall, Scotland and Northern Ireland is in for temperatures above the 3.7C (38.6F) average, more than 2C warmer than last winter.",OBJ,0_0
"The six scientists say that the coldest period of the LIA occurred between 1660 and 1760, an interval that broadly corresponds with the Maunder Minimum in solar activity,"" which they say ""is also consistent with the timing of the coldest northern hemisphere temperatures during the last millennium,"" citing Jones and Mann (2004) and Matthews and Briffa (2005). As for the more recent past, they say that ""biological assemblages that showed rapid changes during the LIA have remained relatively stable during the last few decades."" They also report that these modern assemblages ""resemble those in the lake ~500 years ago, during the MCA."" And they say that ""no clear evidence of modern, human-induced environmental change was recorded."" What it means""",OBJ,2_1
"In the third scenario, Turbulent world,"" the US is beset by disruptions in the supply of foreign oil, terrorism at home, and global warming-triggered extreme weather events. Responding to those challenges, federal policy makers enact a national renewable portfolio standard, increase new-car fuel economy standards to 50 mpg, promote distributed generation, and subsidize CO2 capture and sequestration technologies. Above all, in 2010, the federal government launches an Apollo-scale program to commercialize fuel cell and hydrogen technologies. Notwithstanding these measures, volatile energy prices, and a poorly performing economy, carbon emissions ""grow to almost 20 percent above the 2000 level in 2035"" about 40 percent above the U.S. Kyoto target.""",OBJ,4_4
"A catastrophic heat wave appears to be closing in on the Intergovernmental Panel on Climate Change. How hot is it getting in the scientific kitchen where theyve been cooking the books and spicing up the stew pots? So hot, apparently, that Andrew Weaver, probably Canadas leading climate scientist, is calling for replacement of IPCC leadership and institutional reform.",SUBJ,5_2
